Prenda,Talla,Color,Precio,Material
T-shirt,S,Blue,72.11,Polyester
Sweater,S,Green,35.45,Wool
Vest,L,Blue,125.81,Polyester
Skirt,XS,Red,194.58,Cotton
Polo,XS,Green,189.56,Denim
Jacket,S,Red,115.12,Denim
Vest,XL,Green,101.55,Polyester
Cardigan,XL,White,98.73,Denim
Coat,XL,Yellow,153.46,Cotton
Sweater,M,White,186.24,Silk
Vest,L,Yellow,188.89,Cotton
Jeans,L,Black,40.53,Polyester
Jeans,M,Yellow,181.29,Silk
Sweater,L,Black,107.6,Denim
Belt,S,Red,76.66,Denim
Leggings,M,Red,12.94,Cotton
Jacket,L,Green,101.23,Silk
Tie,L,Blue,99.28,Polyester
Shoes,L,Red,30.28,Denim
Vest,M,Yellow,46.86,Silk
Sweater,L,Blue,22.21,Wool
Blouse,S,Blue,166.62,Silk
Shoes,L,Red,32.72,Denim
Jeans,XL,White,102.95,Denim
Socks,XL,Blue,186.88,Silk
Cardigan,XS,Blue,47.28,Silk
Leggings,M,Green,26.05,Polyester
Cardigan,S,Green,178.92,Denim
Vest,S,Green,126.62,Denim
Jeans,L,Blue,45.45,Silk
Cardigan,L,Red,36.96,Cotton
Tie,L,White,79.5,Denim
Cardigan,XS,Red,180.61,Cotton
Dress,S,White,132.51,Wool
T-shirt,XS,Yellow,111.89,Denim
Dress,XL,Red,83.88,Wool
T-shirt,M,Red,144.35,Cotton
Dress,L,Red,108.19,Denim
Dress,XL,White,37.55,Denim
Cardigan,XL,Green,122.9,Denim
Shoes,M,Green,172.63,Polyester
Coat,XL,Yellow,149.28,Denim
Polo,XL,Blue,196.34,Denim
Coat,XL,Red,14.87,Silk
Sweater,XL,Red,107.87,Cotton
Sweater,M,White,44.9,Denim
Belt,XL,Blue,65.62,Wool
Blouse,L,Black,71.56,Polyester
Polo,M,Black,21.02,Silk
Hat,XL,Yellow,194.78,Silk
T-shirt,L,Blue,86.9,Denim
Scarf,XS,Black,42.99,Wool
Tie,S,White,134.08,Cotton
Socks,S,White,165.03,Denim
Cardigan,XS,Blue,128.81,Polyester
T-shirt,XL,Blue,172.36,Polyester
Jacket,XS,White,108.13,Cotton
Leggings,L,Green,178.43,Wool
Dress,S,White,179.26,Polyester
Vest,XS,Blue,83.79,Polyester
Hat,M,Black,98.89,Silk
Cardigan,L,Green,199.92,Denim
Leggings,M,Black,136.33,Cotton
Leggings,S,Red,178.36,Cotton
Polo,S,Black,53.9,Polyester
Jeans,XS,Black,191.58,Denim
Vest,XL,Blue,103.88,Polyester
Tie,XL,Blue,31.18,Silk
Shorts,S,White,40.87,Wool
Scarf,M,White,48.24,Cotton
Leggings,M,Yellow,186.44,Silk
Shorts,L,Black,90.1,Silk
Jeans,S,Blue,172.58,Silk
Vest,XS,Green,183.81,Denim
Blouse,S,Green,15.73,Silk
Blouse,XS,Red,30.81,Wool
Jacket,XS,Yellow,70.91,Polyester
T-shirt,M,White,92.59,Denim
Gloves,L,Black,40.84,Silk
Sweater,XS,Blue,53.27,Polyester
Leggings,L,Black,163.47,Polyester
Coat,L,Red,37.07,Polyester
Coat,XL,Yellow,72.84,Denim
Jeans,M,Yellow,157.33,Cotton
T-shirt,S,Green,194.5,Wool
Jeans,XS,White,124.35,Polyester
Blouse,XL,Blue,28.99,Silk
Jeans,XL,Yellow,132.23,Cotton
Shorts,XS,Yellow,109.77,Cotton
Socks,L,Red,71.02,Denim
Cardigan,L,Black,15.09,Denim
Sweater,L,Black,100.43,Cotton
Shoes,M,White,21.86,Denim
Vest,XS,Blue,46.03,Silk
Tie,XS,Blue,68.84,Silk
Tie,M,White,15.87,Polyester
Leggings,L,Green,167.27,Silk
Jacket,XS,Yellow,107.32,Polyester
Dress,S,Green,52.73,Wool
Polo,M,Red,154.22,Silk
Jacket,L,White,155.7,Cotton
Tie,XS,Green,33.51,Silk
Shorts,XL,White,189.74,Cotton
Coat,M,Yellow,46.01,Polyester
Coat,M,Green,171.92,Silk
Skirt,S,Blue,45.24,Polyester
T-shirt,XL,Blue,47.8,Silk
Cardigan,L,Blue,137.98,Polyester
Shoes,XS,Green,52.85,Denim
Polo,S,Black,139.15,Polyester
Jeans,XL,Green,68.05,Silk
Jeans,XS,Green,74.78,Cotton
Hat,XS,Blue,99.44,Denim
Belt,M,Blue,98.56,Silk
Hat,S,Black,77.4,Denim
Dress,XL,Yellow,53.05,Cotton
Dress,M,Yellow,164.51,Silk
Tie,M,Red,188.28,Polyester
Vest,XS,Black,92.79,Silk
Dress,M,Yellow,33.77,Silk
Vest,S,Black,155.79,Wool
Skirt,XL,Red,168.22,Polyester
Coat,S,Blue,121.95,Cotton
Dress,M,White,146.65,Cotton
T-shirt,XS,Green,169.1,Wool
Vest,S,Green,106.07,Cotton
Leggings,L,Red,181.69,Wool
Skirt,L,Blue,112.76,Wool
Dress,S,Yellow,139.4,Polyester
Dress,M,Blue,25.02,Denim
Vest,M,White,21.47,Cotton
Polo,XL,Blue,188.02,Polyester
Dress,S,Blue,180.28,Polyester
Gloves,XL,Blue,28.95,Silk
Sweater,XS,Red,44.92,Polyester
Gloves,M,White,162.41,Denim
Jeans,XL,Blue,172.11,Silk
Vest,L,White,151.15,Wool
Belt,S,Red,16.66,Polyester
Dress,S,Green,157.28,Denim
Shorts,XL,Yellow,28.56,Polyester
Socks,XL,Red,49.25,Denim
Jacket,XL,White,44.44,Polyester
Polo,XL,Red,114.56,Silk
Coat,XS,Blue,170.57,Polyester
Gloves,XS,Green,16.94,Cotton
Shoes,S,Blue,45.51,Denim
Polo,M,White,119.65,Silk
T-shirt,S,Yellow,39.08,Denim
Cardigan,M,Green,197.93,Silk
Coat,M,Yellow,35.8,Wool
Skirt,S,Green,102.5,Silk
Belt,L,Blue,52.01,Wool
Cardigan,XS,Green,56.02,Polyester
Gloves,L,Black,82.52,Polyester
Jeans,L,Red,96.46,Polyester
Socks,S,Red,173.26,Silk
Sweater,S,Green,59.73,Silk
Tie,S,Green,111.94,Cotton
Skirt,XS,White,116.11,Wool
Leggings,L,Black,43.77,Wool
Shorts,XS,Black,31.32,Cotton
Gloves,M,Yellow,177.09,Cotton
Vest,XS,White,123.16,Silk
Blouse,L,White,109.29,Cotton
Gloves,XL,Red,169.12,Silk
Gloves,M,Black,97.44,Cotton
Scarf,L,White,85.63,Polyester
Hat,S,Red,86.62,Polyester
Gloves,M,Yellow,109.59,Polyester
Tie,XL,White,180.19,Silk
Scarf,L,Green,39.4,Cotton
Dress,L,White,17.75,Polyester
Tie,XL,White,101.33,Cotton
Tie,S,Red,62.85,Polyester
Leggings,XL,Blue,51.87,Polyester
Belt,M,White,52.98,Wool
Socks,XS,White,140.35,Denim
Sweater,M,Red,120.73,Polyester
Dress,XL,Blue,198.03,Silk
Tie,XL,Black,93.35,Cotton
Sweater,L,Blue,27.29,Cotton
Shorts,XS,Green,135.99,Cotton
Leggings,M,White,109.23,Cotton
Polo,XS,Green,15.53,Silk
Shorts,XL,Red,25.28,Wool
Tie,XL,Red,172.53,Cotton
Polo,M,Red,196.03,Denim
Cardigan,XS,Red,60.95,Wool
T-shirt,L,Blue,102.46,Denim
Hat,XL,Blue,22.96,Cotton
T-shirt,M,Black,13.17,Denim
Tie,XS,Yellow,129.9,Cotton
Sweater,M,Red,24.83,Silk
Polo,M,Red,86.6,Denim
Coat,M,White,81.91,Cotton
Socks,S,Blue,188.44,Denim
Skirt,XS,Yellow,101.72,Silk
Vest,L,Red,169.73,Polyester
Belt,XL,White,186.84,Cotton
Polo,XS,Green,122.15,Denim
Vest,M,Black,158.16,Cotton
Coat,M,Red,77.43,Cotton
Coat,S,Blue,104.93,Polyester
Polo,M,White,150.9,Polyester
Dress,XL,Red,182.08,Polyester
Shorts,S,Black,65.34,Wool
Coat,S,Black,29.1,Cotton
Shorts,S,Blue,49.81,Denim
Shoes,XS,Blue,40.96,Wool
Shorts,XS,Red,131.86,Wool
Leggings,XS,Red,169.69,Cotton
Shorts,XL,White,106.76,Wool
Shoes,M,Red,59.21,Cotton
Polo,M,Blue,28.83,Polyester
Shoes,XS,Yellow,24.43,Denim
Coat,L,Blue,60.98,Denim
Belt,XS,Green,109.71,Denim
Blouse,M,Black,104.93,Denim
Hat,S,Red,97.96,Wool
Polo,S,Red,33.81,Polyester
Socks,XS,Black,101.84,Silk
Leggings,S,Black,60.88,Silk
Skirt,M,Yellow,63.81,Denim
Coat,L,Green,21.71,Wool
Dress,XL,Green,54.45,Denim
Vest,XS,Blue,28.49,Polyester
Shoes,L,White,75.8,Denim
Coat,L,Yellow,156.05,Denim
Shoes,XS,Red,180.73,Silk
Jacket,M,Yellow,146.97,Cotton
Skirt,M,Black,122.08,Denim
Polo,S,Green,105.22,Silk
Gloves,XS,Black,123.88,Polyester
Belt,L,Black,121.79,Cotton
Shoes,M,Green,21.19,Wool
Sweater,S,Blue,166.88,Wool
Polo,XS,Black,118.9,Cotton
Belt,M,Yellow,132.87,Cotton
T-shirt,M,White,120.89,Polyester
Scarf,XS,Red,24.86,Silk
Dress,XL,Blue,197.33,Polyester
Scarf,M,Green,29.59,Wool
Belt,S,Blue,65.26,Silk
Coat,L,Blue,96.58,Wool
Leggings,S,Red,69.71,Cotton
Cardigan,M,Yellow,184.28,Wool
Polo,XL,Blue,150.96,Wool
Sweater,S,Green,120.51,Denim
Tie,M,Red,16.21,Cotton
Tie,L,Yellow,23.0,Wool
Shoes,S,Red,182.35,Cotton
Scarf,XL,White,48.35,Wool
Blouse,XS,Black,124.0,Wool
Skirt,L,Green,135.39,Polyester
Scarf,XL,Blue,79.83,Silk
Vest,XS,White,49.81,Denim
Gloves,L,Red,85.82,Silk
Sweater,S,Black,53.54,Silk
Shoes,M,Blue,118.82,Cotton
Belt,S,Blue,60.43,Silk
Socks,M,White,121.45,Cotton
Blouse,M,Yellow,48.94,Denim
Shorts,XL,Green,84.04,Denim
Socks,XL,Red,60.52,Denim
Cardigan,M,Yellow,46.39,Cotton
Tie,L,Red,70.59,Polyester
Blouse,XL,Yellow,13.58,Polyester
Jeans,L,Green,168.55,Silk
Shoes,XL,White,69.07,Wool
Skirt,XL,Blue,95.76,Wool
Polo,XS,Green,187.52,Denim
Tie,XS,White,35.05,Cotton
Belt,L,Green,46.04,Cotton
Dress,S,Red,11.26,Polyester
Skirt,XL,White,124.26,Wool
Cardigan,S,Blue,101.57,Denim
Vest,XS,Green,161.36,Denim
Polo,XS,Blue,129.63,Silk
Skirt,XS,Black,167.42,Wool
Polo,XS,Black,39.73,Silk
Hat,XS,Green,93.35,Wool
Gloves,L,Yellow,76.22,Silk
Vest,XS,White,118.06,Cotton
Hat,L,Yellow,74.09,Cotton
Coat,S,Yellow,44.48,Polyester
Tie,L,White,20.75,Wool
Cardigan,M,Red,118.71,Denim
Shoes,M,Black,21.86,Cotton
Vest,XL,Green,27.18,Polyester
Coat,M,Blue,37.75,Silk
Belt,L,Blue,168.1,Cotton
Coat,M,Blue,19.73,Polyester
Tie,XL,Blue,18.8,Polyester
Cardigan,S,Yellow,97.99,Polyester
Shorts,M,White,159.5,Polyester
Sweater,XL,Red,92.39,Silk
Vest,S,Black,137.76,Silk
Dress,XS,Red,37.21,Denim
Belt,S,White,195.44,Polyester
Scarf,L,Blue,193.48,Polyester
Tie,L,Yellow,124.57,Denim
Polo,L,Yellow,29.06,Denim
Jacket,L,Black,155.46,Polyester
T-shirt,XL,Green,63.57,Wool
Socks,L,Black,188.49,Polyester
T-shirt,XL,Blue,167.09,Cotton
Sweater,XL,Black,184.09,Cotton
Dress,M,Green,12.11,Silk
Jeans,S,Black,188.87,Wool
Leggings,M,Green,93.13,Silk
Polo,XL,Black,34.9,Silk
Sweater,M,White,108.29,Silk
Skirt,M,Blue,112.88,Cotton
Dress,M,Green,90.84,Denim
Jacket,XS,White,101.99,Wool
Scarf,L,Red,13.86,Cotton
Socks,L,Yellow,180.07,Wool
Scarf,M,Black,88.63,Denim
Belt,M,Yellow,169.45,Cotton
Vest,S,Blue,125.34,Silk
Jacket,XS,Black,25.86,Wool
Shoes,XL,Red,13.99,Silk
Skirt,XL,Green,123.19,Denim
Blouse,S,Blue,151.43,Cotton
Hat,M,White,23.56,Denim
Tie,XS,White,104.99,Silk
Dress,XL,Green,147.58,Polyester
Leggings,M,Black,95.52,Denim
Hat,XS,Red,141.87,Silk
Belt,XL,Yellow,55.63,Polyester
Tie,L,Green,158.0,Cotton
Polo,XS,Green,92.11,Silk
Skirt,L,Blue,193.07,Wool
Skirt,M,Green,17.76,Denim
Blouse,XL,Yellow,122.2,Cotton
Scarf,XS,Blue,145.82,Cotton
Shorts,S,Red,116.9,Silk
Skirt,S,White,159.72,Cotton
Polo,XL,White,186.38,Wool
Jacket,M,Green,136.54,Denim
Vest,M,Black,43.71,Silk
Jeans,XS,Red,132.77,Polyester
Tie,S,White,116.87,Wool
T-shirt,XL,Black,10.58,Denim
Belt,XS,Green,76.74,Denim
Hat,S,Blue,71.6,Wool
Shoes,L,Black,137.2,Wool
Tie,XL,White,58.12,Wool
Sweater,M,Blue,43.56,Polyester
Jeans,XS,Yellow,156.66,Wool
Cardigan,XS,Black,25.06,Silk
Socks,S,Blue,184.59,Denim
Coat,L,Blue,175.05,Wool
Coat,XL,Yellow,99.11,Denim
Cardigan,XL,White,45.51,Cotton
Tie,XL,Green,118.9,Cotton
Dress,XS,Black,11.44,Denim
Shorts,L,Yellow,82.74,Wool
T-shirt,XL,Red,14.14,Cotton
Skirt,XS,Blue,66.24,Wool
Polo,S,White,171.16,Polyester
Skirt,L,Yellow,32.58,Wool
Hat,XS,Yellow,145.09,Polyester
Jeans,L,Red,17.24,Polyester
Sweater,XL,Green,158.36,Silk
Sweater,S,Green,96.98,Cotton
Skirt,M,White,93.17,Cotton
Coat,M,Black,132.18,Denim
Shoes,L,Red,150.07,Polyester
Sweater,M,Black,72.3,Wool
Shorts,XS,Red,150.81,Denim
Tie,XL,Blue,163.29,Silk
Coat,M,Green,127.95,Cotton
Socks,L,White,69.17,Denim
T-shirt,XS,Green,159.53,Polyester
Blouse,M,Green,179.73,Wool
Vest,S,Red,53.92,Denim
Vest,L,Red,77.01,Silk
Vest,M,Red,107.61,Polyester
T-shirt,L,Red,150.17,Wool
Skirt,S,Yellow,90.36,Cotton
Hat,M,Black,112.29,Denim
Belt,XL,Red,157.25,Wool
Hat,L,Blue,103.62,Silk
Polo,S,White,115.68,Denim
Vest,L,White,151.13,Wool
Belt,L,Yellow,86.16,Cotton
Socks,XL,Black,100.26,Denim
Sweater,XL,Blue,163.46,Silk
Vest,XL,Green,83.0,Polyester
Vest,XS,Yellow,102.9,Denim
Scarf,XS,Green,123.9,Denim
Blouse,L,Black,166.86,Polyester
Tie,M,Black,123.22,Denim
Dress,XL,Black,173.03,Denim
Polo,L,Yellow,179.87,Cotton
Dress,L,Red,197.47,Silk
T-shirt,M,Green,198.65,Cotton
Tie,L,Black,12.18,Wool
Polo,L,Green,121.77,Denim
Polo,XL,Green,155.63,Polyester
Socks,L,Black,73.83,Cotton
Coat,L,Green,83.06,Wool
Coat,XS,Blue,73.71,Polyester
Shoes,S,Yellow,116.35,Polyester
Hat,S,Blue,151.01,Silk
Vest,M,Yellow,17.71,Silk
Jeans,XS,Black,31.79,Wool
Shorts,L,Black,155.67,Silk
Tie,L,Green,147.23,Silk
Tie,XS,Red,102.99,Polyester
Coat,XL,Green,46.36,Denim
Belt,S,White,64.06,Cotton
Polo,XS,White,61.96,Wool
Hat,M,Blue,47.66,Cotton
Blouse,XL,White,89.34,Denim
Jeans,XL,Yellow,28.6,Cotton
Belt,XS,White,178.58,Silk
Polo,L,Red,28.47,Cotton
Skirt,L,Blue,173.29,Silk
T-shirt,S,Red,108.27,Polyester
Jacket,XS,Red,174.79,Polyester
Socks,L,Blue,110.26,Silk
Blouse,XL,Blue,37.99,Silk
Jacket,S,Blue,46.98,Polyester
Dress,XL,Black,63.07,Cotton
Shoes,L,Black,117.83,Cotton
Jeans,XS,White,140.09,Silk
Coat,S,Yellow,55.77,Cotton
Gloves,M,Red,123.95,Denim
Skirt,S,Blue,28.14,Cotton
Tie,XL,Green,88.15,Silk
Dress,L,Red,53.06,Cotton
Polo,S,Green,90.41,Polyester
Skirt,L,Blue,72.13,Silk
Tie,L,Red,71.82,Polyester
Jacket,XL,Green,43.19,Wool
Socks,M,Blue,41.38,Wool
Jacket,L,Red,18.61,Silk
Leggings,XS,Yellow,86.94,Wool
Vest,XL,White,199.8,Polyester
Gloves,L,Blue,76.47,Polyester
Vest,L,Green,132.64,Cotton
Sweater,M,Blue,66.23,Wool
Sweater,XL,Green,169.35,Silk
Polo,L,Green,133.88,Cotton
Socks,S,White,16.12,Cotton
Dress,XL,Red,80.28,Silk
Skirt,M,Black,190.32,Silk
Polo,XL,Yellow,122.29,Silk
Leggings,S,White,25.36,Wool
Belt,XL,Black,159.84,Wool
Socks,XS,Blue,195.48,Cotton
Shoes,XS,Green,83.91,Silk
Hat,XL,Yellow,155.69,Polyester
Coat,XL,White,45.6,Polyester
Leggings,M,White,197.41,Silk
Gloves,L,Black,134.05,Polyester
Cardigan,M,Yellow,77.04,Cotton
Coat,XS,Blue,39.53,Denim
Belt,XS,Yellow,150.55,Cotton
Dress,L,Blue,105.56,Silk
Skirt,XL,Red,74.17,Denim
Dress,XL,Blue,155.35,Denim
Leggings,M,Yellow,113.94,Denim
Shoes,XL,Red,45.87,Wool
Belt,XS,Yellow,65.6,Denim
Hat,L,White,63.92,Silk
T-shirt,XL,Blue,140.23,Polyester
Belt,L,Blue,12.22,Cotton
Dress,M,Red,11.27,Polyester
Skirt,L,Green,147.28,Wool
Gloves,XS,Black,104.59,Silk
Shoes,M,Black,31.57,Wool
Sweater,XL,Red,44.92,Wool
Skirt,S,Yellow,23.14,Cotton
Cardigan,M,Yellow,54.79,Denim
Shoes,XS,Yellow,130.07,Polyester
Skirt,M,Blue,150.81,Denim
Gloves,M,White,171.26,Denim
Polo,M,Blue,23.61,Denim
Blouse,L,White,108.99,Wool
Dress,M,Black,94.05,Polyester
Shoes,S,Green,42.46,Cotton
Jacket,L,Green,54.38,Denim
Shorts,L,White,84.36,Denim
Sweater,XS,Red,15.19,Wool
Leggings,XS,Blue,56.08,Cotton
Belt,L,Red,62.23,Wool
Tie,S,Black,135.98,Polyester
Polo,L,Red,92.25,Denim
Gloves,XL,Red,92.26,Silk
Sweater,M,Red,58.61,Silk
Shoes,M,Yellow,30.57,Silk
Leggings,M,Blue,192.33,Denim
Hat,XS,Yellow,83.36,Wool
Coat,M,Green,126.99,Denim
Jacket,M,Blue,43.52,Wool
Polo,L,Yellow,139.94,Wool
Shorts,XL,Green,100.01,Silk
Sweater,S,Blue,109.85,Denim
Belt,XS,Green,183.91,Silk
Tie,M,Red,25.79,Cotton
Tie,XS,Blue,130.61,Denim
Dress,M,Green,187.47,Cotton
Coat,XL,Black,172.47,Cotton
Polo,XL,Green,173.96,Polyester
Hat,M,Black,173.94,Denim
Hat,L,Yellow,119.68,Wool
Socks,M,Black,97.86,Cotton
Tie,XS,Blue,136.61,Silk
Shorts,XL,Red,128.15,Silk
Skirt,L,Red,39.3,Polyester
Gloves,L,White,96.5,Polyester
Jeans,S,Black,47.77,Wool
Shorts,L,Red,125.27,Denim
Skirt,XS,Yellow,143.45,Denim
Socks,L,Green,45.9,Wool
Blouse,L,Red,150.46,Wool
Blouse,L,Blue,194.1,Silk
Belt,XL,Green,160.66,Denim
Jeans,M,Yellow,191.26,Polyester
Vest,L,Green,49.29,Silk
Cardigan,XS,Blue,146.19,Wool
Scarf,L,Red,126.33,Polyester
Blouse,S,Yellow,134.19,Denim
Vest,XS,Green,15.31,Denim
Belt,XS,Black,30.76,Cotton
Shoes,L,Black,148.51,Denim
Scarf,XL,Yellow,163.33,Silk
Shoes,XL,Blue,188.18,Denim
Polo,S,Blue,121.64,Cotton
Vest,L,Black,125.03,Denim
Shoes,M,White,138.26,Cotton
Dress,S,Yellow,65.07,Cotton
Jacket,XS,Red,169.66,Wool
Hat,XL,White,32.43,Denim
Socks,XL,Green,45.46,Cotton
Shoes,L,Red,104.29,Denim
Vest,M,White,56.46,Denim
Shorts,XS,Yellow,119.85,Cotton
Leggings,L,Red,132.2,Denim
Shorts,XS,Green,184.2,Silk
Coat,M,White,151.95,Polyester
Jeans,XL,Red,197.37,Wool
Vest,L,Yellow,177.41,Denim
Gloves,M,White,195.51,Silk
Shoes,XS,Green,73.72,Cotton
Leggings,XL,Blue,50.48,Silk
Polo,XS,Red,34.13,Silk
Shorts,XS,Red,126.35,Denim
Scarf,M,Green,165.71,Denim
Leggings,XS,White,183.61,Silk
Socks,XL,Blue,115.79,Denim
Leggings,XL,White,115.91,Cotton
Skirt,XL,Yellow,55.26,Wool
T-shirt,XL,White,166.08,Silk
Shoes,XL,Blue,28.71,Wool
Jacket,M,White,61.69,Wool
Hat,XL,Green,33.59,Denim
Gloves,L,Yellow,116.64,Wool
Tie,XS,Red,17.65,Polyester
Sweater,XL,Green,176.2,Silk
Dress,M,Blue,181.7,Silk
Scarf,XS,Black,184.03,Polyester
Jeans,XL,Black,186.23,Cotton
Skirt,S,Blue,94.04,Wool
Cardigan,XS,Black,145.41,Silk
Socks,XL,Black,92.47,Wool
Shorts,M,Blue,190.01,Polyester
Coat,S,Black,14.55,Silk
Hat,M,Green,167.1,Denim
Tie,S,Yellow,162.34,Silk
Coat,M,Blue,148.26,Silk
Polo,L,Red,159.25,Denim
Shorts,XL,White,142.98,Polyester
Jeans,S,Yellow,82.31,Wool
T-shirt,L,White,32.13,Denim
Sweater,M,Black,41.05,Polyester
T-shirt,XL,Green,120.39,Polyester
Socks,XS,Black,27.6,Silk
Hat,XL,Yellow,152.01,Polyester
Belt,M,Red,62.85,Cotton
Coat,M,Red,140.27,Wool
Socks,L,Yellow,16.28,Wool
Skirt,L,Red,50.03,Silk
Coat,L,Black,91.1,Cotton
Polo,L,Blue,151.38,Cotton
Hat,M,Blue,12.23,Polyester
Hat,S,Green,196.9,Denim
Tie,M,Yellow,81.07,Polyester
Coat,L,Black,159.63,Silk
Socks,XL,Black,68.99,Wool
Hat,L,White,133.41,Cotton
Leggings,S,White,45.46,Silk
Blouse,XL,Black,145.07,Cotton
Cardigan,L,Green,108.22,Silk
Dress,XL,Blue,14.31,Denim
T-shirt,XS,Blue,172.63,Cotton
Shorts,S,White,161.33,Silk
Jacket,S,Blue,19.33,Denim
Leggings,XL,Black,185.96,Wool
Hat,M,Green,98.13,Cotton
Dress,M,Green,30.41,Silk
Shoes,M,Green,112.18,Cotton
Socks,M,Red,12.83,Denim
Scarf,M,White,157.11,Polyester
Jeans,XL,Blue,29.02,Denim
Shoes,XS,Red,182.91,Silk
Blouse,L,Blue,43.13,Silk
T-shirt,XS,Yellow,73.65,Wool
Hat,XL,Black,141.96,Silk
Shoes,XL,White,191.27,Silk
Coat,XS,Black,62.86,Silk
Blouse,L,Black,120.74,Cotton
Gloves,L,Yellow,126.07,Cotton
Coat,S,Green,194.38,Denim
T-shirt,M,Red,102.94,Denim
Hat,S,Blue,15.79,Cotton
Blouse,L,Yellow,176.38,Cotton
T-shirt,XS,Yellow,83.93,Denim
Shorts,L,Black,22.68,Wool
Tie,XS,White,193.91,Polyester
Blouse,L,Green,62.04,Wool
Hat,XL,Yellow,56.05,Polyester
Gloves,L,Yellow,151.15,Wool
Jeans,S,Green,109.92,Wool
Dress,XL,Yellow,157.59,Wool
Tie,XS,Black,79.57,Silk
Gloves,XL,Blue,187.07,Polyester
Coat,XS,White,79.32,Wool
Leggings,S,Yellow,188.88,Polyester
Gloves,S,Yellow,191.89,Polyester
Jeans,XS,Yellow,170.47,Cotton
Sweater,S,Blue,159.59,Silk
Hat,XL,Red,81.06,Polyester
T-shirt,M,Yellow,179.75,Cotton
Socks,XL,Green,40.16,Wool
Jacket,L,Yellow,20.46,Silk
Coat,L,Black,14.04,Cotton
Polo,L,White,115.83,Polyester
Shoes,S,Green,127.89,Wool
Blouse,L,Black,55.04,Wool
Shorts,L,Blue,70.0,Silk
Tie,S,Red,157.63,Wool
Jacket,XS,Green,182.46,Polyester
Socks,M,Blue,97.99,Denim
Socks,XS,Blue,186.22,Silk
Coat,S,Black,198.84,Polyester
Jeans,XS,Green,97.62,Polyester
Cardigan,XS,Blue,182.51,Silk
Gloves,XL,Yellow,125.95,Cotton
Gloves,L,Green,121.75,Silk
Gloves,XS,Black,74.5,Cotton
Tie,S,Red,185.23,Denim
Jacket,XS,Green,48.23,Silk
T-shirt,M,Black,33.32,Polyester
Sweater,S,Black,154.04,Cotton
Jeans,M,Black,92.73,Denim
Vest,L,Green,197.71,Silk
Blouse,S,Red,192.37,Silk
Gloves,S,Blue,19.22,Silk
Jeans,XS,Blue,179.04,Polyester
Jeans,XS,Yellow,74.64,Cotton
Tie,S,Red,186.73,Denim
Vest,L,Yellow,126.52,Cotton
Belt,S,Yellow,34.15,Silk
Jeans,M,Green,10.25,Denim
Socks,XL,Yellow,163.66,Denim
Shoes,XS,Blue,56.15,Cotton
Jacket,XS,Red,182.67,Silk
Shorts,M,Blue,174.19,Wool
Dress,M,Black,60.34,Silk
Shorts,M,Red,52.4,Silk
Jacket,S,Black,11.83,Polyester
Tie,M,Green,87.39,Silk
Shorts,L,Green,65.77,Polyester
Socks,S,Black,141.33,Cotton
Jacket,XS,Black,77.12,Polyester
Jacket,S,Red,28.09,Wool
Cardigan,XS,Blue,119.51,Polyester
Tie,XL,Yellow,175.34,Polyester
Belt,M,Red,76.25,Cotton
Skirt,M,Yellow,100.97,Wool
Belt,S,Red,28.77,Cotton
Cardigan,XS,Blue,125.89,Silk
Cardigan,XL,White,84.77,Polyester
Coat,S,Blue,140.81,Denim
Leggings,L,Yellow,150.37,Silk
Polo,XS,Red,15.64,Wool
Shoes,S,Green,173.17,Silk
Shorts,S,White,112.21,Silk
Scarf,L,Red,66.92,Cotton
Coat,XL,White,78.25,Polyester
Cardigan,XL,White,48.84,Wool
Sweater,M,Blue,180.41,Cotton
Skirt,XS,Green,147.24,Denim
Jacket,S,Green,77.58,Cotton
Hat,M,Black,159.79,Wool
Jacket,M,Yellow,74.06,Silk
Vest,XS,Black,158.62,Denim
Dress,XL,Yellow,166.26,Silk
Polo,M,Blue,173.75,Wool
Socks,XL,White,126.46,Cotton
Jacket,M,Yellow,131.02,Cotton
Sweater,XL,Blue,152.79,Cotton
Sweater,L,Red,129.44,Wool
Jacket,XL,Green,44.92,Wool
Coat,S,White,105.1,Polyester
Belt,L,Yellow,83.32,Wool
Gloves,XS,White,154.93,Denim
Skirt,L,Red,191.61,Wool
T-shirt,L,Black,182.83,Denim
Tie,XL,Blue,60.11,Wool
Socks,L,White,92.46,Polyester
Polo,S,Yellow,156.87,Wool
Dress,XL,Green,119.77,Denim
Sweater,M,Yellow,139.51,Wool
Vest,S,Red,79.17,Wool
Skirt,XL,Red,12.22,Wool
Socks,XS,Black,118.73,Cotton
Coat,L,Yellow,180.82,Wool
Cardigan,XL,Red,84.37,Wool
Tie,XL,White,70.55,Denim
T-shirt,XL,Blue,188.17,Silk
Leggings,XL,Black,113.55,Wool
Polo,XL,Yellow,181.61,Cotton
Coat,XL,Yellow,112.46,Wool
Hat,M,Green,140.98,Polyester
Hat,M,Yellow,70.85,Polyester
Dress,S,Blue,44.06,Wool
Leggings,XL,Green,168.78,Cotton
Scarf,XL,Red,97.81,Polyester
Cardigan,S,Yellow,139.55,Polyester
Vest,XS,Yellow,143.07,Wool
Shorts,XL,Black,177.24,Denim
Scarf,L,White,75.5,Wool
T-shirt,XL,White,53.17,Silk
Socks,XS,Green,127.25,Cotton
Jeans,M,Yellow,114.24,Silk
Jacket,S,Black,164.31,Polyester
Polo,S,White,108.02,Wool
Jacket,XL,Green,110.34,Denim
